Words;Tag;;;
bibirkujangan;;;;
jangann;;;;
lepasskan;;;;
ssaya;;;;
terkaman;NN;;;
diam;;;;
bentaknya;;;;
mengancam;VB;;;
memukulkan;VB;;;
pundaknya;NN;;;
dekapannya;;;;
menghimpitku;VB;;;
tersengal;;;;
sengal;NN;;;
tertindih;VB;;;
menendang;VB;;;
terjajar;VB;;;
terhenyak;;;;
kupergunakan;;;;
pintu keluar;NN;;;
blazerku;;;;
bajingann;;;;
memakinya;VB;;;
menelikung;;;;
terhimpit;VB;;;
jangann;;;;
biadab;;;;
sayaa;;;;
membetot;;;;
kancingnya;NN;;;
terlindung;VB;;;
menuruni;VB;;;
melemparkan;VB;;;
lepasskann;;;;
#NAME?;NN;;;
pertolongan;NN;;;
menolongku;VB;;;
bejatnya;;;;
pegangi;VB;;;
banget;;;;
sentak;VB;;;
tangisku;NN;;;
putus asa;VB;;;
burhan;;;;
menjauhiku;VB;;;
sempurna;;;;
gumamnya;VB;;;
tangisanku;NN;;;
menjulur;VB;;;
kukumpulkan;VB;;;
bajingan;;;;
menendang-nendangkan;VB;;;
menjauhkan;VB;;;
ouh;;;;
ssakit;;;;
keluhku;NN;;;
kutengadahkan;;;;
kutatap;VB;;;
melepaskanku;VB;;;
tolonngg;;;;
hentikann;;;;
ucapku;VB;;;
kasihannya;NN;;;
keadaanku;NN;;;
ditelikung;;;;
mengendorkan;VB;;;
lolos;VB;;;
secepatnya;RB;;;
menghadang;VB;;;
pukulannya;NN;;;
arghh;;;;
sakitku;JJ,NN;;;
menyerbu;VB;;;
pegangi;;;;
menendangnya;VB;;;
kemasukan;NN;;;
stockingku;;;;
mencabik;VB;;;
cabik;VB;;;
melolosinya;VB;;;
melemparkannya;VB;;;
tolongg;;;;
jeritanku;NN;;;
keputusasaan;;;;
memperkosaku;VB;;;
histeris;;;;
pegangannya;NN;;;
menggagahiku;;;;
kurapatkan;VB;;;
merenggangkannya;VB;;;
memposisikan;VB;;;
bandingkan;VB;;;
sakiitt;;;;
terdongak;VB;;;
melenting;VB;;;
kutendang-tendangkan;VB;;;
mendera;VB;;;
kuhempaskan;;;;
membeliak;;;;
kukatupkan;;;;
gigiku;NN;;;
bergemeretak;;;;
tenggorokan;;;;
kucengkeram;VB;;;
menghunjamkannya;;;;
memompaku;VB;;;
lepaskann;;;;
mengeletar;;;;
menggagahi;;;;
keperawananku;NN;;;
melesakkan;VB;;;
denyutannya;NN;;;
menggetarkan;VB;;;
pemerkosaannya;;;;
menyiksa;VB;;;
menyakiti;VB;;;
menggigitnya;VB;;;
berejakulasi;;;;
kalut;;;;
membenamkanya;;;;
meraskan;VB;;;
lecet;;;;
meraung;;;;
kukejangkan;;;;
terbaring;VB;;;
hampa;JJ;;;
kuperbuat;;;;
kesucianku;NN;;;
terenggut;VB;;;
menakutkanku;VB;;;
meratapi;VB;;;
himpitannya;NN;;;
bercak darah;NN;;;
dendam;NN;;;
menggulingkan;VB;;;
terseret;VB;;;
kutopang;VB;;;
kepanikan;NN;;;
melandaku;VB;;;
linda;;;;
sudahh;;;;
mengepal;VB;;;
menggesek;;;;
lepasskan;;;;
hentikaann;;;;
menjauhi;VB;;;
terombang;;;;
ambing;;;;
menekanku;VB;;;
periihh;;;;
menghabiskan;VB;;;
ejakulasinya;;;;
kepalan;NN;;;
berkunang;;;;
kunang;;;;
siuman;;;;
temukan;VB;;;
foto-foto;NN;;;
berserakan;VB;;;
pastikan;;;;
related;;;;
online;;;;
terpanas;VB,JJ;;;
682;CD;;;
tegaku;;;;
keputihan;NN;;;
tunggu;;;;
hayoh;NN;;;
gadis;;;;
kelopak;NN;;;
terenyuh;;;;
penderitaannya;NN;;;
menyetor;VB;;;
lembar;NN,NND;;;
membayar;VB;;;
hati nurani;NN;;;
gadis kecil;NN;;;
nurani;NN;;;
bung;;;;
hkk;;;;
begitu;;;;
sikat;NN,NND,VB;;;
tancap;VB;;;
mampus;JJ;;;
melarikan diri;VB;;;
hayoh;;;;
hahaha;;;;
cerita;;;;
jomblang;;;;
jelas-jelas;JJ;;;
nama panggilan;NN;;;
mengenalnya;VB;;;
bersenda gurau;VB;;;
erwin;;;;
menyapanya;VB;;;
lihatlah;VB;;;
ingusan;;;;
akk;;;;
akk;;;;
memekik-mekik;VB;;;
teriakan-teriakan;NN;;;
penambah;NN;;;
bleh;;;;
melakukan;;;;
ampun;;;;
pilu;;;;
sesunggukan;;;;
lihat;;;;
genangan;NN;;;
hayoh;;;;
sudah;;;;
blang;;;;
saat;;;;
edan;;;;
segitu;;;;
berpaling;VB;;;
iba;;;;
sorakan;NN;;;
hayoh;;;;
kepalamu;NN;;;
berang;NN;;;
sorakan-sorakan;NN;;;
hayoh-hayoh;NN;;;
bangsat;;;;
bagus;;;;
berkerenyit;;;;
tergigit;VB;;;
selebihnya;JJ;;;
terkekeh-kekeh;VB;;;
blang;;;;
hahaha;;;;
ditabrak;VB;;;
bus;NN;;;
nyasar;;;;
wisma;NN;;;
bodoh;JJ;;;
jidat;;;;
monyet;NN;;;
umpatku;VB;;;
berempat;;;;
ingatan;NN;;;
menggauli;VB;;;
beramai-ramai;NN,VB;;;
menggelikan;VB;;;
perut-perut;NN;;;
buncit;;;;
kenyang;;;;
getir;;;;
sinting;;;;
teradi;;;;
ton;NND;;;
panther;;;;
kelabu;;;;
melaju;VB;;;
dimatikan;VB;;;
kegaduhan;NN;;;
pa;;;;
dari;;;;
dari;;;;
minum;;;;
merentangkan;VB;;;
memelukmu;VB;;;
selamat datang;JJ;;;
pangkal lengan;NN;;;
capeknya;;;;
kupegang;;;;
pusarku;;;;
jus;NN;;;
isinya;VB,NN;;;
sepertiga;CD;;;
tenggorokanku;;;;
penghilang;NN;;;
berguna;VB;;;
kesegaran;NN;;;
merah jambu;NN;;;
nantinya;VB;;;
kubiasakan;VB;;;
angin;NN;;;
mendengung;VB;;;
low;;;;
temperatur;;;;
mengangkat bahu;VB;;;
kecilku;JJ;;;
kehadiran;NN;;;
bapaknya;NN;;;
deretan;NN;;;
memutih;VB;;;
seringainya;NN;;;
menggema;VB;;;
dengung;NN;;;
keringat dingin;NN;;;
bulu tengkuk;NN;;;
kuhembuskan;VB;;;
kubetulkan;VB;;;
tepian;NN;;;
ngeri;JJ;;;
kucing;NN;;;
ketakutanku;NN;;;
mengingatnya;VB;;;
semuanya;;;;
kebohongan;NN;;;
bohong;VB;;;
bertahun-tahun;VB;;;
kugelengkan;;;;
lagi-lagi;;;;
dusta;NN;;;
ditimbulkannya;VB;;;
cuping;;;;
bergulat;VB;;;
menggeluti;VB;;;
ular;NN;;;
bagian-bagian;NN;;;
jemariku;;;;
mengatup;;;;
didudukinya;VB;;;
membusurkan;VB;;;
eranganku;NN;;;
membelalak;;;;
bolanya;NN;;;
aaarrgghh;;;;
melontarkan;VB;;;
kuayunkan;VB;;;
pergi;;;;
ma;;;;
panggilku;VB;;;
bertanya-tanya;VB;;;
menyisiri;VB;;;
kuucapkan;VB;;;
senyumanku;NN;;;
fisik;NN;;;
top:;;;;
terhot;;;;
ganjendi;;;;
pemicu;NN;;;
dihantui;VB;;;
korban;NN;;;
pembunuhan;NN;;;
kengerian;NN;;;
kebutaan;NN;;;
menopengi;VB;;;
iblis;NN;;;
menyalahkan;VB;;;
arwahnya;NN;;;
bangkai;VB;;;
ajukan;VB;;;
benak;NN;;;
ayam;NN;;;
salon;;;;
pijat;NN;;;
09:33;CD;;;
renni;;;;
tahap;NN;;;
orientasi;NN;;;
favorit;JJ;;;
ibu kota;NN;;;
impianku;NN;;;
teman2;CD;;;
galih;;;;
bermasturbasi;;;;
berencana;VB;;;
kpd;;;;
,gal;;;;
gw;;;;
gk;;;;
ngomongnya;;;;
gal;;;;
elo;;;;
jd;;;;
ditelanjangi;VB;;;
paling;;;;
lengkap.;;;;
pulang.;;;;
jam pelajaran;NN;;;
menentu;VB;;;
pasti;;;;
bahan;NN;;;
celaan;NN;;;
bangkuku;NN;;;
berangsur;VB;;;
bentar;;;;
renn;;;;
bentar;;;;
jangan2;CD;;;
penantianku;NN;;;
lilik;;;;
fandi;;;;
i-3;CD;;;
didepanku;VB;;;
diketahui;VB;;;
dikatakan;VB;;;
tampan;;;;
kurus kering;JJ;;;
menyulitkan;VB;;;
nugguin;;;;
koq;;;;
katakutadi;;;;
apa2an;CD;;;
loe;;;;
males;;;;
jawabnya;;;;
bt;;;;
galih;;;;
n;;;;
kurang ajar;RB;;;
ajar;VB;;;
mengelus2nyaya;CD;;;
menepisnya;VB;;;
mengelus2;CD;;;
sok;;;;
berontak;;;;
cengiran;;;;
tadi;;;;
skarang;;;;
ngangkang;;;;
nantangin;;;;
mejaku;NN;;;
menjilat2;CD;;;
pangakal;;;;
tipisku;JJ;;;
braku;;;;
menari2;CD;;;
fand;;;;
ketauan;;;;
katakutenang;;;;
pulang;;;;
memilinnya;;;;
memghisap;;;;
tertutapi;;;;
cdku;NN;;;
melemparnya;VB;;;
mnjilati;;;;
melenguuh;;;;
buruk;JJ;;;
hahahaha;;;;
ternyata;;;;
jelas;;;;
lah;;;;
sambung;VB;;;
smp;;;;
terkenak;;;;
pecunnya;;;;
kata2;CD;;;
mengangkatku;VB;;;
menelentangkanku;;;;
mreka;;;;
k0ntol;CD;;;
film2;CD;;;
k0ntolnya;CD;;;
lik;;;;
teriakkutenang;;;;
keenakan;;;;
lilikketagihan;;;;
malah;;;;
fandiperlahan2;CD;;;
menggenjotku;VB;;;
kode;NN;;;
kemulutku;;;;
mejilatinya;;;;
masukkannya;VB;;;
isep;;;;
renn;;;;
pingangnya;;;;
disaaat;;;;
mmmffhh;;;;
dr;;;;
virginanku;;;;
nak;;;;
sb;;;;
virgin;;;;
virgin;;;;
enak;;;;
pingulku;;;;
hisapanku;NN;;;
meghisap;;;;
disusul;VB;;;
deerasnya;;;;
menyingkir;VB;;;
45;CD;;;
kunjung;VB;;;
woman;;;;
bergaya;VB;;;
mengorek2;CD;;;
anusku;;;;
duburku;;;;
ditindah;;;;
mengaduk2;CD;;;
betul2;CD;;;
tersa;;;;
berteriak2;CD;;;
sekeras2nya;CD;;;
tadik;;;;
roti;NN;;;
lapis;VB,NN;;;
dikerjai;VB;;;
liangku;;;;
menampungnya;VB;;;
nih;;;;
irenn;;;;
mengangkangiku;;;;
berbaik;VB;;;
mencabutnya;VB;;;
menyodomiku;VB;;;
memasukinya;VB;;;
menggoyangnya;VB;;;
yag;;;;
tersinggkap;;;;
dinaikkannya;VB;;;
abu2ku;CD;;;
disaat2;CD;;;
sebangkuku;JJ;;;
megoralnya;;;;
mengagetkan;VB;;;
handycam;;;;
menagarah;;;;
direkam;VB;;;
meghisapnya;;;;
menjambakku;VB;;;
menembakan;;;;
menelannya;VB;;;
meninggalkanku;VB;;;
mencari2;CD;;;
lempar;VB;;;
digunting;VB;;;
dirobek2;CD;;;
tasku;NN;;;
memo;VB;;;
bertuliskan;VB;;;
sensari;;;;
bums;;;;
unruly;;;;
wives;;;;
story;;;;
muda-mudi;JJ;;;
edan;JJ;;;
pembina;NN;;;
09:31;CD;;;
782;CD;;;
aqu;;;;
berli;;;;
proposional;;;;
istimewa;JJ;;;
beril;;;;
tunjuk;VB;;;
mengurusi;VB;;;
anggaran;NN;;;
membengkak;VB;;;
menerima kenyataan;VB;;;
menempuh;VB;;;
lewati;VB;;;
beralaskan;VB;;;
pegal-pegal;NN;;;
mnegerjakan;;;;
berfikiran;VB;;;
pelik;JJ;;;
stel;;;;
kebelet;;;;
kencing;;;;
Â“burung;;;;
sakti;;;;
sarangnya;NN;;;
air kencing;NN;;;
lancar;JJ;;;
ujungnya;NN;;;
belom;;;;
sempet;;;;
cebok;;;;
bud;;;;
bilik;NN;;;
terkesiap;;;;
;;;;
tersenyumknpa;;;;
mao;;;;
kataqu;;;;
mengacungkan;;;;
jangankan;CC;;;
diemut;;;;
mengelus-elusnya;;;;
kecipak;;;;
pergesekan;;;;
spermaqu;;;;
melaqukan;;;;
measukkan;;;;
aqu,;;;;
kataqu;;;;
berli.;;;;
ngemut;;;;
nelan;;;;
emut;;;;
lanjutin;;;;
mencopot;;;;
ejaqulasi;;;;
menegangkan;VB;;;
pelayananku;NN;;;
memasukkannya;VB;;;
liurku;NN;;;
aahhhhhh;;;;
berrrr;;;;
ber-ah-uh-ria;JJ,NN;;;
dilaqukan;;;;
sssshhhhhh;;;;
buuuuud;;;;
siiiiiih;;;;
enaaaaaak;;;;
masukkin;;;;
deleeem;;;;
doooooong;;;;
remes-remes;NN;;;
liiiii;;;;
orgamse;;;;
hooooossshhhhh;;;;
eeeenaaaaakkk;;;;
bangeeeet;;;;
Â“;;;;
terhebat;JJ;;;
hidupnya;VB,NN;;;
Â“quickie;;;;
pertemanan;NN;;;
sekadar;RB;;;
teman sejawat;NN;;;
partners;;;;
pergunakan;;;;
sebaik-baiknya;JJ;;;
melaqukannya;;;;
toilet;;;;
eksekutif;NN;;;
fotografer;;;;
novi;VB;;;
juraganku;;;;
08:28;CD;;;
bandara;NN;;;
polonia;;;;
kedatangan;NN;;;
kawanku;NN;;;
kiyat;;;;
chinese;;;;
33;CD;;;
60;CD;;;
kgsementaradia;;;;
185;CD;;;
90;CD;;;
dijakarta;VB;;;
bertetangga;VB;;;
orangtuaku;NN;;;
bersebelahan;;;;
majikan;NN;;;
jelita;JJ;;;
azhari;VB;;;
pacarin;;;;
mirah;;;;
menikahinya;VB;;;
merantau;;;;
rezekiku;NN;;;
berkembang;VB;;;
yanglumayan;;;;
megah;JJ;;;
camry;;;;
keluaran;NN;;;
sahabatku;NN;;;
dipekanbaru;;;;
ketempatku;;;;
lk;;;;
¢Â½;;;;
penerbangan;NN;;;
berselang;VB;;;
celingukan;;;;
melambai;VB;;;
berangkulan;VB;;;
kamiberpisah;;;;
diperjalanan;;;;
tenatang;;;;
melajang;;;;
cocok;JJ;;;
11.30;CD;;;
memandangirumahku;;;;
orang kaya;NN;;;
dibandingmu;VB;;;
merendah;VB;;;
kabarmu;NN;;;
momongan;;;;
koh;;;;
payah;JJ;;;
kawin;VB;;;
son;;;;
sindirnya;VB;;;
yat;;;;
ajalah;;;;
berastagi;;;;
berkeliling;VB;;;
motoe;;;;
tiger;;;;
ditumapngi;;;;
muda mudi;JJ;;;
berkaos;VB;;;
puti;;;;
chatter;;;;
terlongo;;;;
berdecak;;;;
wuih;;;;
ikutin;;;;
hiaju;;;;
membuntuti;VB;;;
perempatan;NN;;;
lokalisasi;NN;;;
udeh;;;;
gara;;;;
haha;;;;
ha;;;;
fantasiku;;;;
kupendam;VB;;;
karenamasih;;;;
bhatinku;;;;
pamitku;;;;
mamkamu;;;;
ingetkan;;;;
pancingku;VB;;;
usulku;VB;;;
kelimpungan;;;;
dijalan;VB;;;
konak;;;;
taka;NN;;;
nti;;;;
pura;;;;
tidu;;;;
pamerin;;;;
inimu;VB;;;
kuperosotkan;;;;
purapuraku;;;;
ahgila;;;;
dibejek;;;;
bini;VB;;;
bom;NN;;;
bujukku;VB;;;
kiiyat;;;;
kamr;;;;
binilu;;;;
bulunya;NN;;;
sgera;;;;
berurat;VB;;;
disekelilingnya;;;;
auratnya;;;;
dielusnya;;;;
tampaklah;JJ;;;
gairahnya;NN;;;
seamkin;;;;
kacang;NN;;;
ditepi;VB;;;
kememek;;;;
kerahimnya;;;;
ngacung;;;;
acung;;;;
kekasur;;;;
disambut;VB;;;
melibat;VB;;;
menyelusup;VB;;;
terentang;VB;;;
mempertunjukkan;VB;;;
didadanya;VB;;;
merah dadu;NN;;;
berguncang;VB;;;
melongo;;;;
bodilu;;;;
embat;;;;
tersenyumsekarang;;;;
mengkal;VB;;;
melumatnya;VB;;;
akhh;;;;
ditempelkannya;VB;;;
dotekan;;;;
blesss;;;;
kontolnya;;;;
digoyangnya;VB;;;
khayalanku;NN;;;
mngacung;;;;
lebih kurang;JJ;;;
basahi;VB;;;
missionaries;;;;
didekap;;;;
diselangkangan;;;;
merenggang;VB;;;
lender;;;;
tibatiba;;;;
akhuu;;;;
muuu;;;;
kelluarhh;;;;
lau;;;;
etelah;;;;
berujar;VB;;;
luh;;;;
sedep;;;;
sori;;;;
disampirkan;;;;
dipundak;VB;;;
batangnya;NN;;;
digoyagkannya;;;;
saying;;;;
aw;;;;
kerahim;;;;
ntarkata;;;;
ditekan;VB;;;
ohhhh;;;;
berlepotan;;;;
diteken;;;;
mesem;;;;
thankyou;;;;
elu;NN;;;
engah;NN;;;
kusetubuhi;;;;
mandirelated;;;;
sekantor;JJ;;;
tags:;;;;
print;;;;
page;;;;
likes;;;;
copyright;;;;
Â;;;;
2018;CD;;;
alexs;;;;
berperawakan;VB;;;
prposional;;;;
pribadiku;JJ;;;
ajang;NN;;;
pemberian;NN;;;
penghargaan;NN;;;
hadiri;VB;;;
rahman;;;;
ichakepada;;;;
menghadiri;VB;;;
berinisial;VB;;;
rh;;;;
aktris;NN;;;
membintangi;VB;;;
ftv;;;;
perkenalan;NN;;;
ditawari;VB;;;
eo;;;;
event;;;;
organizer;;;;
birthday;;;;
owner;;;;
aku-pun;VB;;;
job;;;;
icha;;;;
kerjakan;VB;;;
mewah;JJ;;;
furniture-nya;;;;
mahal;JJ;;;
menghilangkan;VB;;;
kami-pun;;;;
gambaran;NN;;;
172;CD;;;
kia-kira;VB;;;
sexs;;;;
berjalanya;VB;;;
icha-pun;;;;
dia-pun;VB;;;
,;;;;
emmm;;;;
lex;;;;
hemm;;;;
cha;;;;
hhe,;;;;
nggk;;;;
ucap;VB;;;
lexs;;;;
wah;;;;
kog;;;;
wanitta;;;;
hlo;;;;
menjwab;;;;
brondong-brondong;NN;;;
hhe;;;;
hemmm;;;;
doing;;;;
pinginmau;;;;
pemasaran;NN;;;
tanggapanku;NN;;;
sepertin;;;;
long;;;;
dressnya;;;;
lemak;NN;;;
gembul;;;;
dikit;;;;
mengiurkan;;;;
sikon;;;;
situasi;;;;
kondisi;;;;
berfikri;;;;
hotitu;;;;
professional;;;;
tujuan;NN;;;
menjunjung tinggi;VB;;;
profesionalisme;NN;;;
faham;;;;
kategori;NN;;;
rh,;;;;
merayudan;;;;
menyakinkanku;;;;
denganya;;;;
perkataannya;NN;;;
putingnyatanpa;;;;
perciuman;NN;;;
mjulai;;;;
tertata;VB;;;
rapih;;;;
sukses;NN;;;
senjata;NN;;;
mengocok-ngocoknya;NN;;;
tergiur;VB;;;
oughhh;;;;
lexs;;;;
sssss;;;;
aghhh;;;;
lex;;;;
truuss;;;;
terlihatbahwa;;;;
mengontrol;VB;;;
birahinyalagi;;;;
meluruskan;VB;;;
please;;;;
oughhh.;;;;
meludahi;VB;;;
klitoris-nya;;;;
ughhh;;;;
ssssss;;;;
aghhhh;;;;
lex,;;;;
diikuti;VB;;;
melelehnya;VB;;;
klimaks-nya;;;;
kentalyang;;;;
auw;;;;
cha;;;;
kewaintaan;;;;
memainkannya;VB;;;
kewanitaan-nya;NN;;;
memajukan;VB;;;
mengunakan;VB;;;
kejantanaku;;;;
susahnya;JJ;;;
sssssshhh,;;;;
nafsuatau;;;;
mengoyang;;;;
oughhh;;;;
ssss,;;;;
ditengah-tengah;VB;;;
say;;;;
menambahkan;VB;;;
crottttt;;;;
crottt;;;;
tersemburlah;VB;;;
!!?!!;;;;
bisa-bisanya;NN;;;
start;;;;
yah;;;;
mba;;;;
proyek;NN;;;
ultah-ku;;;;
dilepaskan;VB;;;
pergulatan;NN;;;
ahlinya;NN;;;
kucuran;NN;;;
dananya;NN;;;
konsepnya;NN;;;
alex;;;;
susun;VB;;;
ooo,;;;;
percaya,;;;;
dong;;;;
monopoli;NN;;;
penis,;;;;
wine;;;;
bar;;;;
punyanya;VB;;;
alex;;;;
hloh;;;;
mba;;;;
tanggung;VB;;;
gue,;;;;
sendiri,;;;;
manggut;;;;
datangnya;VB;;;
cobain;;;;
ya;;;;
pancing;VB;;;
ikutan;NN;;;
bermasalah;VB;;;
digenjotnanti;;;;
ya,;;;;
lah,;;;;
;;;;
bye;;;;
batal;JJ;;;
fatimahh;;;;
08:27;CD;;;
kemaleman;;;;
jala;NN;;;
didaerah;VB;;;
lamongan;;;;
;Z;;;
warungnya;NN;;;
ngasih;;;;
xixixixixi;;;;
putusin;;;;
lakilaki;;;;
kirakira;;;;
belakngan;;;;
sekitr;;;;
doi;VB;;;
kekecilan;NN;;;
lagidi;;;;
berwarana;;;;
belakangan;NN;;;
ngedenger;;;;
apalah;;;;
mangil;;;;
sebutan;NN;;;
ranti;;;;
diemdiem;;;;
mergokin;;;;
ngelirik;;;;
perhtian;;;;
boelh;;;;
stw;;;;
kebaya;;;;
pokonya;;;;
ngesrong;;;;
gua;;;;
bukan.;;;;
nyeruput;;;;
ngopi;;;;
gorenganya;;;;
leni;VB;;;
nawarin;;;;
gorengan;NN;;;
anjrittt;;;;
orangorang;;;;
diwarung;VB;;;
sombong;JJ;;;
mentangmentang;;;;
manyunin;;;;
senyumsenyum;;;;
makanannya;NN;;;
asyiiiiikkkkkkudah;;;;
ngerapal;;;;
ahmpir;;;;
maslumayan;;;;
langganan;NN;;;
ahjadi;;;;
kedengarannya;NN;;;
manggilnaya;;;;
keponakan;NN;;;
soresore;;;;
ramai;VB,NN;;;
dibangku;VB;;;
mancingmancing;;;;
bude;;;;
celetuk;;;;
cekikikan;;;;
huuussssss;;;;
sergah;;;;
pancingpancing;;;;
duaduanya;;;;
dehbikin;;;;
sergahnya;;;;
kong;;;;
dikatain;;;;
sodorin;;;;
cangkir;NN;;;
mengambilnya;VB;;;
kadung;;;;
remes;NN;;;
geniit;;;;
remesremes;;;;
budenya;;;;
taunya;;;;
die;VB;;;
kepegang;;;;
nyuci;;;;
rokok;NN;;;
kebayanya;;;;
berlamalama;;;;
purapura;;;;
toplestoples;;;;
keteknya;;;;
dimuka;VB;;;
payudarnya;;;;
ngisap;;;;
terjadilah;VB;;;
punggung tangan;NN;;;
rejeng;;;;
gelinjang;NN;;;
sssshhhh;;;;
stone;;;;
pindahin;;;;
kepantatnya;;;;
meliukliukkan;;;;
cengkraman;NN;;;
aduuhhhh;;;;
sosor;;;;
membenahi;VB;;;
pintung;;;;
rumah tinggal;NN;;;
mesemmesem;;;;
diremes;;;;
auujahat;;;;
kesalah;;;;
200;CD;;;
????;;;;
mbka;;;;
tawar;VB,JJ;;;
gituan;;;;
apapa;;;;
grtis;;;;
samasama;;;;
tomplok;;;;
ngegeraygin;;;;
tooloonngggada;;;;
mengelinjanggelinjang;;;;
sarungnya;;;;
rogoh;VB;;;
membelitbelit;;;;
meqinya;;;;
jarijari;;;;
rantiiiii;;;;
sodoksodok;;;;
telunjuk;;;;
kadangkadang;;;;
gesekgesek;;;;
meqi;;;;
menggelambir;;;;
ketek;;;;
300;CD;;;
meteran;NN;;;
kemudoin;;;;
nongol;NN;;;
dikocokkocok;;;;
memilinmilin;;;;
sehinngga;;;;
toketnya;;;;
loncat;VB;;;
pakainannya;;;;
bulu kuduk;NN;;;
betulbetul;;;;
semburin;;;;
pejuh;;;;
jatuhin;;;;
keselangkangannya;;;;
bergerakgerak;;;;
menggesekgesekan;;;;
kemuka;VB;;;
plorotin;;;;
agakagak;;;;
pesing;;;;
menguak;VB;;;
menjeritjerit;;;;
kemeqinya;;;;
lendirnya;NN;;;
doitas;;;;
slheebbbb;;;;
dipijitpijit;;;;
pelanpelan;;;;
joss;;;;
mengerangngerang;;;;
kobelkobel;;;;
benerbener;;;;
meliukliuk;;;;
digesekgesek;;;;
kehidung;;;;
okeoke;;;;
maasss;;;;
duuuhhh;;;;
aaahhhha;;;;
aaahhhh;;;;
sanggulnya;;;;
manyunya;;;;
medesahndesah;;;;
sampesampe;;;;
menariknarik;;;;
enjotannya;;;;
doim;;;;
diulekulek;;;;
ketoket;;;;
disedotsedot;;;;
dituntun;VB;;;
slheeebbb;;;;
enjotan;;;;
ngisepin;;;;
obokobok;;;;
colok;VB;;;
doiyunayun;;;;
mendesisdesis;;;;
nyampeeee;;;;
sontak;;;;
disosor;;;;
tersentaksentak;;;;
ewein;;;;
dijilatjilat;;;;
selasela;;;;
nuntun;;;;
dikerjain;;;;
buseettttt;;;;
biasaaaa;;;;
kuhamili;VB;;;
elin;;;;
paspasan;;;;
dikontrak;VB;;;
berkamar;VB;;;
merangkap;VB;;;
bersamasama;;;;
ari;NN;;;
berbincangbincang;;;;
kehabisan;NN;;;
04:00;CD;;;
watt;NND;;;
piyama;;;;
abuabu;;;;
menyelusuri;;;;
tdk;;;;
kupincingkan;;;;
syuur;;;;
digeserkan;VB;;;
hatihati;;;;
peredaran;NN;;;
mengurungkan;VB;;;
niatku;NN;;;
bingun;;;;
merabaraba;;;;
diturunkan;VB;;;
mengeluselus;;;;
piyamanya;;;;
kehangat;;;;
diselipkan;VB;;;
kepunyaanku;NN;;;
niatnya;NN;;;
kelancangannya;;;;
membuaiku;VB;;;
rasioku;NN;;;
penolakanku;NN;;;
bersifat;VB;;;
kekhawatiranku;NN;;;
munculnya;VB;;;
kumaksud;;;;
menguncipintu;;;;
terhindar;VB;;;
lancang;;;;
bergandgn;;;;
direbahkannya;;;;
tanggapan;NN;;;
dicumbu;;;;
eraterat;;;;
meremasremas;;;;
berulangulang;;;;
diusapusapnya;;;;
aaahh;;;;
menggeletarkan;;;;
kuikuti;VB;;;
iramanya;NN;;;
kokoh;JJ;;;
kugenggam;VB;;;
kuremasremas;;;;
berkedutkedut;;;;
kubersihkan;VB;;;
kuputuskan;VB;;;
menyukainya;VB;;;
garagara;;;;
kehadiranku;NN;;;
kuselesaikan;VB;;;
sebangku;JJ;;;
meki;;;;
amalia;;;;
sekertaris;;;;
09:19;CD;;;
822;CD;;;
terlupakan;VB;;;
wil;;;;
kucintai;VB;;;
tibalah;NN;;;
tiupan;NN;;;
istriku;;;;
radiasi matahari;NN;;;
kaca-kaca;NN;;;
direncanakan;VB;;;
kubelokkan;VB;;;
pom;;;;
bensin;NN;;;
sentul;;;;
mengisinya;VB;;;
antrian;NN;;;
penjaja;NN;;;
berenergi;VB;;;
mencolok;VB;;;
seragamnya;JJ,NN;;;
sederetan;;;;
serasi;;;;
warna-warni;JJ;;;
diterik;VB;;;
matahari;NN;;;
topi;VB;;;
mengukuhkan;VB;;;
bukanlah;;;;
deretanku;NN;;;
hanyut;JJ;;;
terkaan;NN;;;
tentangnya;VB;;;
produknya;NN;;;
kacanya;NN;;;
jendelaku;NN;;;
meluncurlah;VB;;;
standar;NN;;;
ucapkan;VB;;;
didengar;VB;;;
menyimaknya;VB;;;
mom;;;;
sekretaris;NN;;;
mas,;;;;
tukar;VB;;;
perjalananku;NN;;;
berkenalan;;;;
antusias;JJ;;;
20:00;CD;;;
diberi;VB;;;
edited,;;;;
kesana-kemari;;;;
menjurus;VB;;;
mencair;VB;;;
keingintahuannya;NN;;;
kampungan;NN;;;
berpendidikan;VB;;;
photo;;;;
bercinta.udah;;;;
ngobrolnya,;;;;
satunya,;;;;
inventaris;NN;;;
istimewaku;JJ;;;
kamera;NN;;;
digital;NN;;;
menolehnya;VB;;;
mengajarinya;VB;;;
tamuku;NN;;;
lensa;NN;;;
photonya,;;;;
ada-ada;JJ;;;
ditekuk;VB;;;
dikepal;VB;;;
menggerayang;;;;
beberapakali;;;;
memangkunya;VB;;;
merebahkannya;;;;
kugigit-gigit;VB;;;
punuh;;;;
onggokan;;;;
panorama;;;;
bukit-bukit;NN;;;
titik;NN,NND;;;
terlewatkan;VB;;;
bukti;NN;;;
eeehhh;;;;
tatkala;;;;
kupermainkan;;;;
merdu;;;;
petualanganku;NN;;;
mencegah;VB;;;
dibuka;;;;
punyaku,;;;;
menyingsingkan;VB;;;
mengapit;VB;;;
kuelus-eluskan;VB;;;
helai;NN,NND;;;
menjelajah;VB;;;
lembahnya;NN;;;
menembusnya;VB;;;
sorganya;;;;
